n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Uqcr11,"Cell_body;Cell_body,Neuropil,Ribosome;Dendrite;Neurite;Synap",2810
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tnfrsf19,"Axon;Cell_body,Cytoplasm;Dendrite;Neuropil,Ribosome;Synap",5453
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Grm1,"Axon;Cell_body,Cytoplasm;Dendrite;Neuropil,Ribosome;Synap",7466
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Tex264,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",5019
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Dnajb11,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",2540
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cox6c,"Cell_body;Cell_body,Neuropil,Ribosome;Dendrite;Neurite;Synap",3685
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Lrp1,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",14906
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Ndrg2,"Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Neurite;Synap",3917
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Prrc2a,"Axon,Ribosome;Cell_body,Ribosome;Neurite;Neuropil;Ribosome,Synap",7175
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rps5,"Cell_body;Cell_body,Neuropil,Ribosome;Dendrite;Neurite;Synap",1321
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Neurl1b,"Axon;Neurite;Neuropil;Neuropil,Ribosome;Ribosome,Synap",6195
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Pak6,"Axon;Axon,Ribosome;Neurite;Neuropil;Neuropil,Ribosome",5353
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cacna1e,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",15337
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Csmd1,"Axon;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Dendrite;Synap",14182
5,5,1,1,5,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Dhcr24,"Axon;Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Synap",4038
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ptprs,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",7600
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tmem151b,"Axon,Ribosome;Neurite;Neuropil;Neuropil,Ribosome;Ribosome,Synap",4881
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Map1a,"Axon;Axon,Ribosome;Cell_body,Neuropil,Ribosome;Dendrite;Neurite",11835
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Kifc2,"Axon;Cell_body;Cell_body,Ribosome;Neurite;Ribosome,Synap",3639
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Ctdnep1,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",2086
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Nell2,"Axon;Cell_body;Cell_body,Cytoplasm;Neuropil,Ribosome;Synap",7443
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Tenm2,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",9908
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Brsk1,"Axon;Dendrite;Neurite;Neuropil,Ribosome;Ribosome,Synap",3204
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Ube2ql1,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome",4336
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Crat,"Axon,Ribosome;Cell_body;Cell_body,Ribosome;Neurite;Synap",5875
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pom121,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",5740
5,5,1,1,5,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Pnoc,"Axon;Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Synap",2157
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Ddn,"Dendrite;Neurite;Neuropil;Neuropil,Ribosome;Ribosome,Synap",3745
5,5,1,1,5,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Csnk1g2,"Axon;Axon,Ribosome;Neurite;Neuropil;Ribosome,Synap",4135
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Lrrc4,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",5457
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Sorl1,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",10860
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Cntn2,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",7444
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Cadm1,"Axon,Synap;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",6355
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Ptpro,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",5327
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Dlgap3,"Axon,Ribosome;Neurite;Neuropil;Neuropil,Ribosome;Ribosome,Synap",4401
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Dpp6,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",4871
5,5,1,1,5,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Endod1,"Axon;Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Synap",4470
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Sf3b3,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome",7153
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Slit1,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",6027
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Mfsd5,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",2368
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cacnb1,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome",3689
5,5,1,1,5,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Kcnq2,"Axon;Axon,Ribosome;Cell_body;Neurite;Synap",8407
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fmn2,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",6479
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rasl11b,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome;Dendrite",2802
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Cd200,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",2551
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cdh8,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",4639
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Sash1,"Axon;Cell_body;Neurite;Neuropil,Ribosome;Ribosome,Synap",7424
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Pigu,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",5497
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Hpca,"Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome;Neurite",4490
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Plxna4,"Axon;Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome;Synap",12943
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Atp1a2,"Axon;Axon,Ribosome;Neurite;Neuropil,Ribosome;Synap",6540
5,5,1,1,5,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Wscd2,"Axon;Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Synap",6525
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ndufb11,"Cell_body;Cell_body,Neuropil,Ribosome;Dendrite;Neurite;Synap",1509
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Tmem179,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",2659
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Slc12a2,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",8127
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Scamp5,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome;Synap",4293
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Gaa,"Axon,Ribosome;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",5336
5,5,1,1,5,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ryr2,"Axon;Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",16853
